ID	Topic	Text	Sentiment
4434	general	Two a.m. movie &quot; The Breakfast Club&quot;.  Love the excursions of a geek, a princess, an athlete, a basketcase, and a criminal. 	positive
4435	general	@troykids Gotta Jet. Chow Time... I'll BBL.. Hopefully you'll still be on.. 	positive
4436	general	@GGGKeri Oh man that is long.  How did it happen if I am not being too nosy .She is so young. Only 10 years older than I am. 	negative
4437	general	is amazed at how many little cuts and bruises he's picked up in the last week, half of my fingers are refusing to work... 	negative
4438	general	India ousted of the world T20 event in England 	negative
4439	general	@Michfoshizzle you can? then you have a very special power!  i usually made them cry more or began to cry myself. i just stay quiet now &gt;&lt;	positive
4440	general	@Fearnecotton hey ferne, you Okay? hows it gOingggg? write back 	positive
4441	general	OMG!!!!! He didnt even call me  ......we r soooo thru, our friendship is definitely over!! lol	negative
4442	general	Why is Ali still at work?  I miss my bud.	negative
4443	general	@KakieF thank you, I like that I have your tweets for reference 	positive
4444	general	Wow Farrah Fawcett died too?  Really sad!!!  	negative
4445	general	@gelly_belly happy goobers are the best kind of goobers there are 	positive
4446	general	Showering, then talk with my love. Peace 'til next time! 	positive
4447	general	@VagabondUK;   im too gutted i can't come 	negative
4448	general	No running for a while....all the more time to swim and cycle I suppose 	negative
4449	general	Surprised the boyfriend for the weekend!  Love the hellos, hate the goodbyes. 	negative
4450	general	@shaundiviney what is your favorite blink song?? wb 	positive
4451	general	@trishee03 Same. Haha, when are you getting it back? 	negative
4452	general	http://twitpic.com/6r1t0 - brooklyn bridge  one day imma walk the whole thing. going to the BX	positive
4453	general	Ahhh cramps!!!!!! Evil vagina!!!  its times like this I wish I was a stinky boy....	negative
4454	general	@_SnowflakE_  idk i'm watching it online 	positive
4455	general	@KELLY__ROWLAND Twins! Clones... 	positive
4456	general	@aaroncarter7 u never got back to me about the internship/Job thing  and you never said if you liked the banner i made    #AC	negative
4457	general	Just woke up. Going to art today. Last Class!!! 	positive
4458	general	@alyne_ actually it's like a party all over the city. we're roasting meat outside. i'm going in and out 	positive
4459	general	awwww @sabina_kelley Im so bummed I could go to wintersun 	negative
4460	general	@quintanomedia thanks for the Follow Friday 	positive
4461	general	saying goodbye to our lovely family... in the mountains. 	negative
4462	general	*smitten. haha. anyway, go LAL. 	positive
4463	general	@pinkelephantpun No, a hotel with no beds is weird 	negative
4464	general	21 days for my birthday, 92 days for @ddlovato concert, and 100 days for JB concert 	positive
4465	general	wondering why I've been at work for7 hours and still have 8 to go?  	negative
4466	general	stupid computer! took me 3 attempts to get on here, kept saying network timeout. nearly 5am here pups are quiet so gonna try to sleep 	positive
4467	general	So so tired...Don't know what is going on with me, but it is no bueno! 	negative
4468	general	@ddlovato madison is the cutest thing alivee. she doesnt need to be frustrated over paps  im sorry ur sister has to go through that&lt;3	negative
4469	general	@volky1 Aw. No! I'm at work with no computer. 	negative
4470	general	@HelloKatie25 midol doesn't do crap for me  I just take massive amounts of ibuprofen	negative
4471	general	But that's it his personality was all bad and homie thought he was a player...you can't play a BAWSE like myself. 	positive
4472	general	@heybuzzsugar Well, yes, but as much as I think she rocked, she was weakest of the 4. And the skin... 	negative
4473	general	4 more days until my birthday!!! I don't want to get older 	negative
4474	general	@5toSucceed Bummers 	negative
4475	general	@MidnightMiles You are so welcome!  	positive
4476	general	@laurtje It'll be in Belgium soon! Besides... I don't have money right now 	negative
4477	general	YAY no call today!!  gonna hit the gym, costco and then Macy's and Old Navy!  Ahhhh...I miss being at home everyday!  And get to p/u kids!	positive
4478	general	@mellemusic thanks - i went but should have made an appt.    next time i will call first.	negative
4479	general	I love the first of each month so that I can ready my monthly horoscope at astrologyzone.com 	positive
4480	general	#mw2 i would like sum good perks some where ok but i want something to wow me 	positive
4481	general	Jon burned a Beatles cd...which is cool, I love it. Gonna go burn a cd the kids are gonna like now, lmao. 	positive
4482	general	spaz loves you 	positive
4483	general	@Halo67 You wont lose me 	positive
4484	general	@tommcfly Thank you for coming. I would love to see you again! But next time I'd like to take a picture with you 	negative
4485	general	fuck yes, TMNT movie marathon!!!!! well, till i have to leave in an hour 	negative
4486	general	@RagingBitch - just saw yr DW blip to me from 6:36 AM today; Thanks! props due, props given; great tune; today was WAY better for me 	positive
4487	general	@RyanSeacrest R U kidding......Vegas Baby!!!!!! 	positive
4488	general	@malkmut Preachy is ok when the bears speak the truth 	positive
4489	general	I called it about a month ago and it was gone...I was blown 	negative
4490	general	  Rose and ood will be back in the Xmas Who special!  YAY!  Damn that's half a year away.	positive
4491	general	went to Nafplion with Natasa and Mrs Nelly - had a lovely time and ...alas... a sunburn... 	negative
4492	general	Trying to revise for philosophy. I've failed. 	negative
4493	general	@kazdreamer Oh, &quot;Chivalry&quot; was fantastic! And I thought &quot;The Price&quot; was really sad, with the black kitty. 	negative
4494	general	@CFJamesAllen Sunday lunch - the BEST lunch of the week in my opinion.... always over-indulge.  I'm allowed on a Sunday, it's the law lol 	positive
4495	general	eating a raspberry filled daylight doughnut, drinking chocolate milk and listening to vocal seagulls and the ocean 	positive
4496	general	Ooo.. I wanna take you down to kokomo, we'll get there fast and then well take it slow...... Bye for now  ? http://blip.fm/~7ci9c	positive
4497	general	its so tough sorting 3 gb of vectors! 	negative
4498	general	jusz relaxxinqq  *Twitter twitter*	positive
4499	general	@SheilaGregoire since my hubby snores, most of the time, it doesn't bother me 	negative
4500	general	@penz87 when I fix my camera 	negative
4501	general	@robin_low OH Thanks dude!  U have a great week too ok? Glad to have met u thru twitter. Excellent!!!! 	positive
4502	general	k break time is over   boo! back to class...be out at 10 pm..double boo!	negative
4503	general	@JoeJonas1Fan1 it just sucks  I have 4 weeks too	negative
4504	general	its STILL updating! PLEASE DONT CALL or TXT ME!!! ur makin it take longer 	negative
4505	general	August is so far away  at least I get to go to the beach this week and see J.Lew the next.	negative
4506	general	i have no-one in my booth -   please come and see me in the ask the experts area TechNet stand #technetvconf	negative
4507	general	@moanyboot u ok? clearly sounds u have trophy bandage  wot's the damage?	positive
4508	general	#hoppusday sounds good  how about a #blinkday?	positive
4509	general	@TMcFeeley I think I can handle that just fine, Officer. My TUI actually enables me flirt with guys even BETTER  It's like a super power.	positive
4510	general	@Bambiebaybe hahaha!  And um, why in da hell is y0u still awake?	positive
4511	general	can't believe junior year is over! I can't remember the last time I was carefree haha. Gotta pack for Florida! 	positive
4512	general	i love my friends  so much	positive
4513	general	@FlopOfThePops LOL only coz you spammed up every forum &amp; stole members weve stolen 0 members from other forums, started from scratch 	positive
4514	general	@jenchau or not. stupid rain 	negative
4515	general	My b/f is going away to Turkey for like a bigillion days!! 12 really, but I'm gonna misssss himm! 	negative
4516	general	@crambeary temp? plz dont tell me it was in triple digits as I will be going across the US in july 	positive
4517	general	@lalulorlor I wish I could just drive to new York. 	negative
4518	general	I just lost my thumb drive! ugh!! 	negative
4519	general	All my friends have stuff to do....what do I have to do...nothing! This summer absolutely sucks so far! 	negative
4520	general	wish i was in LA for the Laker parade 	negative
4521	general	ugh i hate funerals 	negative
4522	general	@GQmacguy @mknisely Cooking tweetup - I like that idea! And I'll tweet the recipes I'm cooking for y'all. 	positive
4523	general	Kalhmera se olous!!! Ti zesth einai ayth? Kai dystyxws to mpanio einai akoma out of the question 	negative
4524	general	On the train on the way to London!! Whoop whoop 	positive
4525	general	sprained my ankle today 	negative
4526	general	i totally need a break from laredo i love laredo but i need to go home for a few days to clear my thoughts before summer classes start 	negative
4527	general	@donniewahlberg I now have empathy for you and how you felt about the Celtics in the playoffs...my Cavs are hurting my heart 	negative
4528	general	Just got to talk to my baby Biata!!!! In  Africa!!!! http://yfrog.com/0k289pj She didn't know how to use a phone veer well though... 	positive
4529	general	@colettebennett ouch, a wedding in the morning  ?	negative
4530	general	   No man is worth your tears, and the one that is won't make you cry!	negative
4531	general	Well...I'm bout to get off here &amp; head to Memphis...I'll holla at yall later...bye bye now 	positive
4532	general	he's out playing with sand...  haha  	positive
4533	general	Sitting in old Chicago yum yum.    	positive
4534	general	GARGH look at the time! Still very awake. This is no good. 	negative
4535	general	I'm out twit... cuida a mis crazy sisters  @Yadirocker @Rocketwomann	positive
4536	general	@sgren2 Yeah that kind of rots. I have a vacation coming up soon. I hope the sun finds it way back by then 	negative
